SR NO,SONG NAME,YEAR,ALBUM/MOVIE NAME,DURATION,TYPE,LINK,LANGUAGE,GENRE,SINGERS,RATING
694,BEAUTIFUL PEOPLE,2019,NO.6 COLLABORATION PROJECT,3:17,POP,https://gaana.com/song/beautiful-people-feat-khalid,ENGLISH,Pop,ED SHEERAN,8.6
695,BOYFRIEND,2012,BELIEVE,2:52,POP,https://gaana.com/song/boyfriend-358,ENGLISH,Pop,JUSTIN BIEBER,6
696,SOMEONE YOU LOVED,2018,DIVINELY UNINSPIRED TO A HELLISH EXTENT,3:02,POP,https://gaana.com/song/someone-you-loved-2,ENGLISH,Pop,LEWIS CAPALDI,6
697,EASIER,2019,EASIER,2:58,POP,https://gaana.com/song/easier-78,ENGLISH,Pop,5 SECONDS OF SUMMER,8
698,ONLY HUMAN,2019,HAPPINESS BEGINS,3:03,POP,https://gaana.com/song/only-human-170,ENGLISH,Pop,JONAS BROTHERS,8.2
699,SPEECHLESS,2019,ALADIN,3:27,POP,https://gaana.com/song/speechless-full-14,ENGLISH,Pop,NAOMI SCOTT,6.8
700,HOW DO YOU SLEEP,2019,HAPPINESS BEGINS,3:22,POP,https://gaana.com/song/how-do-you-sleep-46,ENGLISH,Pop,SAM SMITH,8.1
701,LOVE ME LESS,2019,HOUSE OF DIVINE,2:57,POP,https://gaana.com/song/love-me-less-feat-quinn-xcii,ENGLISH,Pop,QUINN XCII,7.3
702,CALL YOU MINE,2019,WORLD WAR JOY,3:37,POP,https://gaana.com/song/call-you-mine-12,ENGLISH,Pop,THE CHAINSMOKERS,8.6
703,ALL THE TIME,2019,FATHER OF ASAHD,3:48,POP,https://gaana.com/song/one-thing-right-feat-kane-brown,ENGLISH,Pop,ZARA LARSSON,9.6
704,ONE THING RIGHT,2019,FATHER OF ASAHD,3:01,POP,https://gaana.com/song/rescue-me-562,ENGLISH,Pop,MARSHMELLO,6.2
705,RESCUE ME,2019,JOYTIME III,3:57,POP,https://gaana.com/song/just-us-65,ENGLISH,Pop,MARSHMELLO,6.8
706,LOVE STORY,2009,FEARLESS,3:57,POP,https://gaana.com/song/love-story-25,ENGLISH,Pop,TAYLOR SWIFT,6.5
707,LOVE THE WAY YOU LIE,2010,RECOVERY,4:23,HIP HOP,https://gaana.com/song/love-the-way-you-lie-2,ENGLISH,Pop,EMINEM,6.3
708,THE POWER OF LOVE,1985,JENNIFER RUSH,6:00,POP,https://gaana.com/song/the-power-of-love-28,ENGLISH,Pop,JENNIFER RUSH,7.8
709,I LOVE YOU ALWAYS FOREVER,1996,NOW INMINUTE,3:59,POP,https://gaana.com/song/i-will-always-love-you-57,ENGLISH,Pop,DONNA LEWIS,8.1
710,THINKING OUT LOUD,2014,X,4:41,POP,https://gaana.com/song/thinking-out-loud-42,ENGLISH,Pop,ED SHEERAN,8.3
711,CAN'T HELP FALLING IN LOVE,1993,BLUE HAWAII,2:59,POP,https://gaana.com/song/cant-help-falling-in-love-131,ENGLISH,Pop,ELVIS PRESLEY,9.1
712,SHE LOVES YOU,1964,I'LL GET YOU,2:18,POP,https://gaana.com/song/she-loves-you-as-made-famous-by-the-beatles-2,ENGLISH,Pop,THE BEATLES,9.8
713,I THINK I LOVE YOU,1970,THE PATRIDGE FAMILY ALBUM,2:54,POP,https://gaana.com/song/love-rollercoaster-67,ENGLISH,Pop,THE PATRIDGE FAMILY,5.8
714,TO SIR WITH LOVE,1967,"TO SIR, WITH LOVE",2:47,POP,https://gaana.com/song/to-sir-with-love-10,ENGLISH,Pop,LULU,8.8
715,HOW DEEP IS YOUR LOVE,1977,SATURDAY NIGHT FEVER,4:05,SOFT ROCK,https://gaana.com/song/how-deep-is-your-love-546,ENGLISH,Pop,BEE GEES,7.2
716,THE LONDON,2019,SO MUCH FUN,3:20,POP,https://gaana.com/song/the-london-feat-j-cole-travis-scott,ENGLISH,Pop,YOUNG THUG,9.2
717,HAVANA,2017,CAMILA,3:36,POP,https://gaana.com/song/havana-150,ENGLISH,Pop,CAMILA CABELLO,7.5
718,HOME TO MAMA,2014,NA,3:23,POP,https://gaana.com/song/home-to-mama,ENGLISH,Pop,JUSTIN BIEBER,7.6
719,WHAT DO YOU MEAN,2015,PURPOSE,3:26,POP,https://gaana.com/song/what-do-you-mean-5,ENGLISH,Pop,JUSTIN BIEBER,8.4
720,KISS ME QUICK,2015,UNFINISHED BUSINESS,3:07,"POP,R&B",https://gaana.com/song/kiss-me-quick-73,ENGLISH,Pop,NATHAN SYKES,6.5
721,OVER AND OVER AGAIN,2015,UNFINISHED BUSINESS,4:07,"POP,R&B",https://gaana.com/song/over-over-again-1,ENGLISH,Pop,ARIANA GRANDE,6
722,DANGEROUS WOMAN,2016,DANGEROUS WOMAN,3:55,"POP,R&B",https://gaana.com/song/dangerous-woman-18,ENGLISH,Pop,ARIANA GRANDE,7.1
723,"THANK U,NEXT",2019,"THANK U,NEXT",3:27,"POP,R&B",https://gaana.com/song/thank-u-next,ENGLISH,Pop,ARIANA GRANDE,6.2
724,BOUNCE,2013,THE NEW CLASSICS,2:47,"EDM,HIP-HOP",https://gaana.com/song/bounce-608,ENGLISH,Pop,IGGY AZALEA,7.3
725,CHANGE YOUR LIFE,2013,THE NEW CLASSICS,3:40,DUBSTEP,https://gaana.com/song/change-your-life,ENGLISH,Pop,IGGY AZALEA,7.4
726,FANCY,2014,THE NEW CLASSICS,3:19,ELECTRO-HOP,https://gaana.com/song/fancy-27,ENGLISH,Pop,IGGY AZALEA,7.5
727,PROBLEM,2014,MY EVERYTHING,3:14,DANCE-POP,https://gaana.com/song/problem-13,ENGLISH,Pop,ARIANA GRANDE,7.6
728,GOOD FOR YOU,2015,REVIVAL,3:41,POP,https://gaana.com/song/good-for-you-38,ENGLISH,Pop,SELENA GOMEZ,5.1
729,SAME OLD LOVE,2015,REVIVAL,3:49,ELECTROPOP,https://gaana.com/song/same-old-love-6,ENGLISH,Pop,SELENA GOMEZ,5.9
730,HANDS TO MYSELF,2016,REVIVAL,3:20,DANCE-POP,https://gaana.com/song/hands-to-myself-2,ENGLISH,Pop,SELENA GOMEZ,6.1
731,WE DON'T TALK ANYMORE,2016,NINE TRACK MIND,3:37,POP,https://gaana.com/song/we-dont-talk-anymore-feat-selena-gomez,ENGLISH,Pop,CHARLIE PUTH,6.9
732,TRUST NOBODY,2016,NINE TRACK MIND,3:38,POP,https://gaana.com/song/trust-nobody-feat-selena-gomez-tory-lanez-1,ENGLISH,Pop,SLENA GOMEZ,6.7
733,IT AIN'T ME,2017,STARGAZING,3:40,DANCE-POP,https://gaana.com/song/it-aint-me-42,ENGLISH,Pop,SELENA GOMEZ,8.7
734,CLOSE TO ME,2018,STARGAZING,3:03,POP,https://gaana.com/song/close-to-me-254,ENGLISH,Pop,ELLIE GOULDING,8.9
735,ARMS AROUND YOU,2018,STARGAZING,3:28,"CLUB,POP-",https://gaana.com/song/arms-around-you-feat-maluma-swae-lee,ENGLISH,Pop,SWAE LEE,8.1
736,BETTER TO LIE,2018,FRIENDS KEEP SECRETS,2:56,POP ROCK,https://gaana.com/song/better-to-lie-2,ENGLISH,Pop,BENNY BLANCO,7.5
737,SET ME FREE,2014,"MONEY SUCKS ,FRIENDS -RULES",4:07,DANCE,https://gaana.com/song/set-me-free-91,ENGLISH,Pop,DILLON FRANCIS,8.2
738,WE MAKE IT BOUNCE,2014,"MONEY SUCKS ,FRIENDS -RULES",3:20,DANCEHALL,https://gaana.com/song/we-make-it-bounce-2,ENGLISH,Pop,MAJOR LAZER,6.5
739,LOVE ME LIKE YOU DO,2015,FIFTY SHADES OF GREY,4:12,ELECTROPOP,https://gaana.com/song/love-me-like-you-dofrom-the-fifty-shades-of-grey-soundtrack,ENGLISH,Pop,ELLIE GOULDING,7.4
740,TILL I COLLAPSE,2002,REAL STEEL,4:50,HIP HOP,https://gaana.com/song/till-i-collapse-1,ENGLISH,Pop,EMINEM,7.4
741,WITHOUT ME,2002,THE EMINEM SHOW,5:00,HIP HOP AND RAP,https://gaana.com/song/without-me-141,ENGLISH,Pop,EMINEM,6.8
742,LOVE YOURSELF,2002,8 MILE,5:24,POP,https://gaana.com/song/love-yourself-51,ENGLISH,Pop,EMINEM,6.9
743,WHEN I'M GONE,2005,CURTAIN CALLS,6:09,HIP HOP AND RAP,https://gaana.com/song/when-i-m-gone-2,ENGLISH,Pop,EMINEM,7.8
744,WHEN YOU'RE GONE,2007,THE BEST DAMN THING,4:00,SOFT ROCK,https://gaana.com/song/when-youre-gone-16,ENGLISH,Pop,AVRIL LAVIGNE,8
745,GIRLFRIEND,2007,THE BEST DAMN THING,3:37,POP ROCK,https://gaana.com/song/girlfriend-728,ENGLISH,Pop,AVRIL LAVIGNE,8.2
746,KEEP HOLDING ON,2006,THE BEST DAMN THING,3:59,POP,https://gaana.com/song/keep-holding-on-11,ENGLISH,Pop,AVRIL LAVIGNE,8.3
747,HE WASN'T,2005,UNDER MY SKIN,2:59,POP,https://gaana.com/song/he-wasnt-18,ENGLISH,Pop,AVRIL LAVIGNE,8.4
748,NOBODY'S HOME,2004,UNDER MY SKIN,3:32,POP,https://gaana.com/song/nobodys-home-9,ENGLISH,Pop,AVRIL LAVIGNE,85
749,MY HAPPY ENDING,2004,UNDER MY SKIN,4:02,POP,https://gaana.com/song/my-happy-ending-7,ENGLISH,Pop,AVRIL LAVIGNE,8.6
750,YOU BELONG WITH ME,2009,FEARLESS,3:52,POP,https://gaana.com/song/you-belong-with-me-3,ENGLISH,Pop,TAYLOR SWIFT,8.7
751,FIFTEEN,2009,FEARLESS,4:55,COUNTRY POP,https://gaana.com/song/fifteen-3,ENGLISH,Pop,TAYLOR SWIFT,7.1
752,TWO IS BETTER THAN ONE,2009,LOVE DRUNK,4:02,POP ROCK,https://gaana.com/song/two-is-better-than-one-1,ENGLISH,Pop,TAYLOR SWIFT,7.2
753,LOVE DRUNK,2009,LOVE DRUNK,3:47,POP ROCK,https://gaana.com/song/love-drunk-2,ENGLISH,Pop,BOYS LIKE GIRLS,7.3
754,THUNDER,2008,BOYS LIKE GIRLS,3:57,POP ROCK,https://gaana.com/song/thunder-271,ENGLISH,Pop,BOYS LIKE GIRLS,7.4
755,THE GREAT ESCAPE,2007,BOYS LIKE GIRLS,3:28,POP PUNK,https://gaana.com/song/the-great-space-coaster,ENGLISH,Pop,BOYS LIKE GIRLS,7.5
756,HERO/HEROINE,2006,BOYS LIKE GIRLS,3:52,POP PUNK,https://gaana.com/song/hero-22,ENGLISH,Pop,BOYS LIKE GIRLS,7.6
757,SHAPE OF YOU,2017,DIVIDE,4:24,POP,https://gaana.com/song/shape-of-you-7,ENGLISH,Pop,ED SHEERAN,7.7
758,CASTLE ON THE HILL,2017,DIVIDE,4:21,ROCK,https://gaana.com/song/castle-on-the-hill-1,ENGLISH,Pop,ED SHEERAN,7.8
759,PHOTOGRAPH,2015,X,4:19,FOLK POP,https://gaana.com/song/photograph-247,ENGLISH,Pop,ED SHEERAN,8
760,BLOODSTREAM,2015,WE THE GENERATION AND X,5:09,POP,https://gaana.com/song/bloodstream-21,ENGLISH,Pop,ED SHEERAN,8.1
761,MAKE IT RAIN,2014,X,4:50,POP ROCK,https://gaana.com/song/make-it-rain-92,ENGLISH,Pop,ED SHEERAN,8.2
762,READY FOR IT?,2017,REPUTATION,3:28,ELECTROPOP,https://gaana.com/song/ready-for-it-11,ENGLISH,Pop,TAYLOR SWIFT,9.7
763,LOOK WHAT YOU MADE ME DO,2017,REPUTATION,3:31,DANCE-POP,https://gaana.com/song/look-what-you-made-me-do-6,ENGLISH,Pop,TAYLOR SWIFT,9.5
764,7 RINGS,2019,"THANK U,NEXT",2:58,R&B,https://gaana.com/song/7-rings-3,ENGLISH,Pop,ARIANA GRANDE,7
765,BREATHIN,2018,SWEETNER,3:18,ELECTROPOP,https://gaana.com/song/breathe-1515,ENGLISH,Pop,ARIANA GRANDE,7.2
766,GOD IS A WOMAN,2018,SWEETNER,3:17,POP,https://gaana.com/song/god-is-a-woman-9,ENGLISH,Pop,ARIANA GRANDE,7.8
767,BED,2018,QUEEN,3:09,POP,https://gaana.com/song/bed-53,ENGLISH,Pop,NICKI MINAJ,7.4
768,BIG BANK,2018,STAY DANGEROUS,3:58,POP,https://gaana.com/album/big-bank,ENGLISH,Pop,YG,7.4
769,ALONE,2018,HOPELESS FOUNTAIN KINGDOM,3:27,DARK POP,https://gaana.com/song/alone-1435,ENGLISH,Pop,HASLEY,7.5
770,COMPLICATED,2002,LET GO,4:04,POP ROCK,https://gaana.com/song/complicated-268,ENGLISH,Pop,AVRIL LAVIGNE,8.1
771,SK8ER BOI,2002,LET GO,3:24,POP PUNK,https://gaana.com/song/sk8ter-boi-2,ENGLISH,Pop,AVRIL LAVIGNE,8.2
772,I'M WITH YOU,2002,LET GO,3:43,ROCK,https://gaana.com/song/im-with-you-10,ENGLISH,Pop,AVRIL LAVIGNE,8.3
773,Teri Meri Jodi,2013,Haani,2:04,Love,https://gaana.com/song/teri-meri-jodi-harbhajan-mann,Punjabi,Pop,Harbhajan Mann,7
774,Nakhre,2017,Nakhre,4.32,Rock,https://gaana.com/song/nakhre-32?autoplay=true,Punjabi,Pop,Jassi Gill,8
775,Yaari,2019,Yaari,3:54,Romantic,https://gaana.com/song/yaari-174?autoplay=true,Punjabi,Pop,Guri,6.5
776,Badnam,2017,Badnam,3:01,Rock pop,https://gaana.com/song/badnam-1?autoplay=true,Punjabi,Pop,Mankirt Aaulakh,5
777,Mercy,2017,Mercy,2:57,Rock,https://gaana.com/song/mercyacoustic-guitar?autoplay=true,Punjabi,Pop,Badshah,9
778,Naja,2018,SOLO,4:11,Pop,https://gaana.com/song/na-ja-2?autoplay=true,Punjabi,Pop,Pav Dhaira,9
779,Backbone,2017,Backbone,3:30,Simple,https://gaana.com/song/backbone-48?autoplay=true,Punjabi,Pop,Hardy Sandhu,5
780,Yaar Beli,2017,Yaar Beli,3:47,Romantic,https://gaana.com/song/yaar-beli-feat-deep-jandu?autoplay=true,Punjabi,Pop,Guri,7
781,Le chak Main aa Gaya,2017,Le chak Mai Aa Gaya,4:41,Happy,https://gaana.com/song/le-chakk-main-aa-geya?autoplay=true,Punjabi,Pop,Parmish Verma,8
782,Bamb Jatt,2018,Bamb Jatt,4:22,Sad,https://gaana.com/song/bamb-jatt?autoplay=true,Punjabi,Pop,Akhil,8
783,Quismat,2018,Qismat,4:24,Romantic,https://gaana.com/song/qismat-2?autoplay=true,Punjabi,Pop,Ammy Virak,8
784,Boli,2018,Barobar boli,4:25,Rock,https://gaana.com/song/brobar-boli-1?autoplay=true,Punjabi,Pop,Nimrat Khaira,8
785,Heer,2012,Jab Tak Hai Jan,3:26,Rock,https://gaana.com/song/heer-13?autoplay=true,Punjabi,Pop,Harshdeep Kaur,9
786,Jehri Kuri,2009,Dhoor,3:22,Simple,https://gaana.com/song/jeri-kuri?autoplay=true,Punjabi,Pop,Manak E,8.5
787,Tera Naa,2017,Jaan Teri Na,3:26,Rock,https://gaana.com/song/jaani-tera-naa?autoplay=true,Punjabi,Pop,Sunanda Sharma,8.5
788,Nehriyan,2008,Nehriyan,3:08,Pop,https://gaana.com/song/neriyan-4,Punjabi,Pop,others,7
789,Teri Meri,2017,Teri Meri Yaari,3:10,Rock,https://gaana.com/artist/imran-khan,Punjabi,Pop,Imran Khan,8
790,Kinna Sohna Tenu,2016,Ok Janu,6:46,fun romantic,https://gaana.com/song/enna-sona?autoplay=true,Punjabi,Pop,Master Saleem,7
791,Bakki Mirza,2011,Ankhan ch Naziaz,2:49,Emotional,https://gaana.com/song/bakki-mirza-jagondi-aa,Punjabi,Pop,Kuldeep Manak,6
792,Gaddi Moundan De,2011,Dharti,4:24,Rock,https://gaana.com/song/gaddi-moudan-ge,Punjabi,Pop,Mika Singh,9
793,Miss Kaur,2018,Miss kaur,3:26,Rock,https://gaana.com/song/miss-kaur?autoplay=true,Punjabi,Pop,Sarika Gill,6.5
794,Vehli Janta,2013,Vehli Janta,3:09,Rock,https://gaana.com/song/vehli-janta?autoplay=true,Punjabi,Pop,Kulbir Jhinjer,4
795,Lamian Caran,2013,Long car,3:09,Rock,https://gaana.com/song/lamian-caran?autoplay=true,Punjabi,Pop,Raja Baath,5.5
796,Love Letter,2017,Kaabil,4:01,Rock,https://gaana.com/song/luv-letter-4?autoplay=true,Punjabi,Pop,Kanika Kapoor,8.5
797,Saree Wali Girl,2014,Saree Wali Girl,3:19,Item Pop,https://gaana.com/song/saree-wali-girl?autoplay=true,Punjabi,Pop,Girik Aman,6.5
798,Show Match Ft. Fateh,2016,Show Match,4:01,Rock,https://gaana.com/artist/fateh,Punjabi,Pop,Dilpreet Dhillon,6.5
799,Lahore,2017,Lahore,3:55,Pop,https://gaana.com/song/lahore-9?autoplay=true,Punjabi,Pop,Guru Randhava,9
800,Nahh,2017,Nahh,3:22,Rock,https://gaana.com/song/naah?autoplay=true,Punjabi,Pop,Hardy Sandhu,8.6
801,Naja,2018,Naja,4:11,Rock,https://gaana.com/song/na-ja-2?autoplay=true,Punjabi,Pop,Pav Dhaira,8
802,Publicity,2018,Publicity,2:40,Rap,https://gaana.com/song/publicity-35?autoplay=true,Punjabi,Pop,Guri,6.5
803,24 25 26,2017,24 25 26,3:38,Rock,https://www.jiosaavn.com/song/24-25-26/PT44YzVXYUI,Punjabi,Pop,Raajveer Janwanda,7.5
804,Jio Wala Sim,2016,jio wala Sim,3:43,Pop,https://gaana.com/song/jio-wala-sim-1?autoplay=true,Punjabi,Pop,Resham Singh Anmol,6.5
805,Mann Nahi Karida,2017,Maan Nhi Karida,4:02,Pop,https://gaana.com/song/maan-nahi-karida,Punjabi,Pop,Bobby Singh,6
806,Neeliyan Aakhiyan,2017,Neeliyan Aakhiyan,4:22,Rock,https://gaana.com/album/neeliyan-aakhiyan,Punjabi,Pop,Rhyme Ryderz,5
807,Cola VS Milk,2017,Coka vs Milk,4:48,pop,https://gaana.com/song/cola-vs-milk?autoplay=true,Punjabi,Pop,Anmol Gagan Mann,8.5
808,Canada Waliye,2016,Canada Waliyan,3:19,pop,https://gaana.com/song/canada-walie-1?autoplay=true,Punjabi,Pop,Harf Cheema,6.5
809,Headline,2017,headline,3:17,Rock,https://gaana.com/song/headline-49,Punjabi,Pop,Ashish Sardana,6.5
810,Khoon Khaulda,2018,Khoon khaulda,3:14,Rock,https://www.jiosaavn.com/song/Khoon-Khaulda/FBgZfCRadHU?autoplay=enabled,Punjabi,Pop,John Bedi,7.5
811,Bentley,2017,Bently,3:37,pop,https://gaana.com/song/bentley-11,Punjabi,Pop,others,8
812,Kalli Kalli Paag,2017,Kali kali paag,3:50,pop,https://gaana.com/song/kalli-kalli-pagg,Punjabi,Pop,others,6.5
813,Xplain,2017,Xplain,3:17,pop,https://gaana.com/song/xplain,Punjabi,Pop,others,6.5
814,Wowtastic,2017,Wowstastic,3:10,Item Pop,https://gaana.com/song/wowtastic?autoplay=true,Punjabi,Pop,others,7
815,Vaari Jawaan,2016,Vaari jawan,3:34,Rock,https://gaana.com/artist/nouman-khalid,Punjabi,Pop,Nauman Khalid,6
816,Hath Tera Fadke,2016,Hatth Tera fad ke,4:50,Silent Pop,https://gaana.com/album/hath-tera-fad-ke,Punjabi,Pop,Binnie Toor,6
817,Dar Lagda,2016,Dar Lagda,4:01,Desi hip hop,https://www.jiosaavn.com/song/Dar-Lagda/MzgHejJGT0c?autoplay=enabled,Punjabi,Pop,others,6
818,Love Me,2016,Kaiza Feat,3:43,Pop,https://www.jiosaavn.com/lyrics/love-me-lyrics/OS4TVQB-Dlo,Punjabi,Pop,Khiza Feat,7.5
819,Gabru,2015,Gabru,3:49,Rap,https://gaana.com/song/high-rated-gabru-1?autoplay=true,Punjabi,Pop,Preet Singh Feat,5.3
820,Patt Lainge,2016,Patt Lainge,3:59,pop,https://gaana.com/song/patt-lainge?autoplay=true,Punjabi,Pop,Neha kakkar,6
821,Gulab,2015,Gulab,3:41,desi pop,https://gaana.com/song/gulab-9,Punjabi,Pop,Dilpreet Dhillon,7
822,Sheesha down,2016,Sheeshan Down,3:27,rock,https://gaana.com/song/sheesha-down?autoplay=true,Punjabi,Pop,Ikka,6
823,Click Click,2015,click click,2:02,pop,https://gaana.com/song/click-click-17?autoplay=true,Punjabi,Pop,Diljit Dosanjh,5
824,Jatt Da Blood,2016,Jatt DA Blood,3:04,Pop,https://gaana.com/song/jatt-da-blood-1,Punjabi,Pop,Mankirt Aaulakh,6.5
825,Mere Baare,2019,Mere Baare,3:18,Desi hip hop,https://gaana.com/song/mere-baare,Punjabi,Pop,Bohnemia,4.5
826,Shoon Shaan,2015,Shoon shaan,2:13,Rock,https://gaana.com/song/shoon-shaan?autoplay=true,Punjabi,Pop,Diljit Dosanjh,7.5
827,Gala kardi,2019,PBX1,3:42,Rock,https://gaana.com/song/gala-kardi,Punjabi,Pop,sindhu Moose wala,7
828,Gubroo Putt Punjab De,2014,Gabru Patt Punjab De,3:14,Rock,https://gaana.com/song/gubroo-putt-punjab-de-1,Punjabi,Pop,Pappi Gill,7
829,Aloo Chaat,2009,Aloo Chat,2:37,Pop fun,https://gaana.com/song/aloo-chaat-title-track,Punjabi,Pop,Kailash Khair,8
830,Let The Music Play,2010,Let The Music Play,3:14,Pop,https://gaana.com/song/let-the-music-play-13?autoplay=true,Punjabi,Pop,Shamur,9
831,Ishare Tere,2018,Ishare tere,3:16,"Pop,Hip hop",https://gaana.com/song/ishare-tere?autoplay=true,Punjabi,Pop,Guru Randhawa,9.5
832,Patola,2018,BlackMail,2:29,Indi-pop,https://gaana.com/song/patola-1?autoplay=true,Punjabi,Pop,Guru Randhawa,9
833,Daaru Wargi,2019,Why Cheat India,3:23,Rock,https://gaana.com/song/daaru-wargi?autoplay=true,Punjabi,Pop,Guru Randhawa,8.5
834,High Heels Te Nachche,2016,Ki & Ka,2:57,Rock,https://gaana.com/song/high-heels-30?autoplay=true,Punjabi,Pop,Meet Bros,8
835,Dance Pe Chance,2012,Rab Ne Bana D Jodi,4:15,Rock,https://gaana.com/song/dance-pe-chance?autoplay=true,Punjabi,Pop,others,8
836,Haule Haule,2012,Rab Ne Bana D Jodi,5:26,Happy Pop,https://gaana.com/song/haule-haule?autoplay=true,Punjabi,Pop,Sukhwinder Singh,8.5
837,Discowale Khisko,2009,Dil Bole Hadippa,4:28,Hip Hop,https://gaana.com/song/discowale-khisko-5?autoplay=true,Punjabi,Pop,others,8
838,Hadippa,2009,Dil Bole Hadippa,4:01,Pop,https://gaana.com/song/hadippa-1,Punjabi,Pop,others,8.5
839,Gym Shim,2009,Dil Bole Hadippa,2:46,Fun Pop,https://gaana.com/song/gym-shim-1?autoplay=true,Punjabi,Pop,Joshilay,7.5
840,Chote Chote Peg,2018,Sonu Ke Tittu Ki Sweety,3:44,Item Pop,https://gaana.com/song/chhote-chhote-peg?autoplay=true,Punjabi,Pop,Yo Yo Honey Singh,8.5
841,Lakk mera hit baliye,2018,Sonu Ke Tittu Ki Sweety,2:45,Sexy Pop,https://gaana.com/song/lakk-mera-hit,Punjabi,Pop,others,7
842,Iski Uski,2014,2 States,4:42,Wedding Pop,https://gaana.com/song/iski-uski?autoplay=true,Punjabi,Pop,others,9
843,Kaun Nachdi,2018,Sonu Ke Tittu Ki Sweety,2:35,Hot Party pop,https://gaana.com/song/kaun-nachdi-3?autoplay=true,Punjabi,Pop,Guru Randhawa,9
844,Naah,2017,The Dance Project,3:21,Rock,https://gaana.com/song/naah?autoplay=true,Punjabi,Pop,Harrdy Sandhu,9
845,Bom Diggy,2018,Sonu Ke Tittu Ki Sweety,3:50,Rock,https://gaana.com/song/bom-diggy-diggy?autoplay=true,Punjabi,Pop,Zack Knight,9
846,Jogi Mahi,2012,Bachna Ae Haseeno,5:18,Wedding Pop,https://gaana.com/song/jogi-mahi?autoplay=true,Punjabi,Pop,others,8
847,Small Town Girl,2012,Bachna Ae Haseeno,3:49,Rock,https://gaana.com/song/small-town-girl-1?autoplay=true,Punjabi,Pop,Shankar Mahadevan,8
848,Prada,2019,The Doorbeen,3:00,Pop,https://gaana.com/song/prada-6?autoplay=true,Punjabi,Pop,others,9
849,Tere Te,2019,Tere Te,3:13,Rock,https://gaana.com/song/tere-te?autoplay=true,Punjabi,Pop,Guru Randhawa,8.5
850,Gal Mitthi mitthi bol,2013,Aisha,4:17,Rock,https://gaana.com/song/gal-mitthi-mitthi-1?autoplay=true,Punjabi,Pop,Amit Trivedi,7.5
851,Lamberghini,2018,The Doorbeen,3:38,Rock,https://gaana.com/song/lamberghini?autoplay=true,Punjabi,Pop,Ragini,8
852,Oh Ho HO Ho,2017,Hindi Medium,4:05,Rock,https://gaana.com/song/oh-ho-ho-ho?autoplay=true,Punjabi,Pop,others,9
853,Mai tera boyfriend,2015,Na Na NaNa,4:24,Rock,https://gaana.com/playlist/lalita-aagwy-maiteraboyfrd,Punjabi,Pop,J star,9
854,Wakhra swag,2019,Judgemental Hai kya,3:40,Rock,https://gaana.com/song/wakhra-swag-3?autoplay=true,Punjabi,Pop,Navv Inder,8
855,Sadi Gali,2011,Tanu Weds Manu,3:02,Pop,https://gaana.com/song/sadi-gali-2?autoplay=true,Punjabi,Pop,Lehmber Hussainpuri,8.5
856,Mai dekhu teri photo,2016,Luka Chupi,2:23,Romantic pop,https://www.jiosaavn.com/lyrics/photo-lyrics/AhkOdDhURkY,Punjabi,Pop,Neha kakkar,8
857,Dil Luttiya,2006,Romeo,4:22,Pop,https://gaana.com/song/dil-luttiya-1,Punjabi,Pop,Jazzy Bapache Indian,9
858,Punjabi Virsa,2004,Punjabi Virsa,7:01,Pop,https://gaana.com/album/punjabi-virsa-2004,Punjabi,Pop,Kamal Heer,7
859,Mehroo pasti,2007,Punjabi Folk Song,2:29,Pop,https://gaana.com/song/mehroo-pasti,Punjabi,Pop,Kuldeep Manak,7
860,Disco Disco,2011,A Gentleman,2:46,rock,https://gaana.com/song/disco-disco-29,HINDI,Pop,others,9.2
861,Cutiepie,2016,Ae Dil Hai Mushkil,3:50,rock,https://gaana.com/song/cutiepie,HINDI,Pop,others,8
862,Sheila Ki Jawaani,2010,tees maar khan,4:42,rock,https://gaana.com/song/sheila-ki-jawaani,HINDI,Pop,Sunidhi Chauhan,8
863,Kamli,2013,Dhoom 3,3:54,rock,https://gaana.com/song/kamli-3,HINDI,Pop,Sunidhi Chauhan,8.6
864,Alcoholic,2014,the shaukeens,3:20,rock,https://gaana.com/song/alcoholic-25,HINDI,Pop,Yo Yo Honey Singh,8
865,Abhi Toh Party Shuru Hui Hai,2015,Khoobsurat,3:00,rock,https://gaana.com/song/abhi-toh-party-shuru-hui-hai,HINDI,Pop,Badshah,8.3
866,Yaar Na Miley,2014,Kick,4:03,rock,https://gaana.com/song/yaar-naa-miley,HINDI,Pop,Yo Yo Honey Singh,7.8
867,Paani Wala Dance,2015,Kuch Kuch Locha Hai,3:58,rock,https://gaana.com/song/paani-waala-dance,HINDI,Pop,others,9.1
868,Rock The Party,2013,Rocky Handsome,3:32,rock,https://gaana.com/song/rock-tha-party-3,HINDI,Pop,others,7.5
869,Aankh Marey,2019,Simmba,3:33,rock,https://gaana.com/song/aankh-marey,HINDI,Pop,Neha Kakkar,8.1
870,Beat Pe Booty,2016,A Flying Jatt,3:18,rock,https://gaana.com/song/beat-pe-booty-1,HINDI,Pop,others,8.9/10
871,Show Me Your Jalwa,2007,Aaja Nachle,4:12,rock,https://gaana.com/song/show-me-your-jalwa,HINDI,Pop,others,9.4/10
